14:10:02	search?q=Insurance&limit=50&type=page&access_token=CAACEdEose0cBAN2mFb0OelUZC4NtmLRqng9ZAVJCt0g6AZBGZBvaSuZAEw68udvTz8ZBg85ZAc7Dt8rLsZAbSDMmQSb5SspLMhOcxvpplj5k6YZBQQqeKMiyWdR9GK2hkMCn2D6TM7h6vZCWZBtGVJ27GPwJLWY7ZAy43Vg6NpuuVyK9KngY7Bo1iIpTMbZCqWJKzlZA6XEWzBQlUtjAZDZD	https://graph.facebook.com/search?q=Insurance&limit=50&type=page&access_token=CAACEdEose0cBAN2mFb0OelUZC4NtmLRqng9ZAVJCt0g6AZBGZBvaSuZAEw68udvTz8ZBg85ZAc7Dt8rLsZAbSDMmQSb5SspLMhOcxvpplj5k6YZBQQqeKMiyWdR9GK2hkMCn2D6TM7h6vZCWZBtGVJ27GPwJLWY7ZAy43Vg6NpuuVyK9KngY7Bo1iIpTMbZCqWJKzlZA6XEWzBQlUtjAZDZD
14:10:02	106268836070992	https://graph.facebook.com/106268836070992/posts?&limit=50&access_token=CAACEdEose0cBAN2mFb0OelUZC4NtmLRqng9ZAVJCt0g6AZBGZBvaSuZAEw68udvTz8ZBg85ZAc7Dt8rLsZAbSDMmQSb5SspLMhOcxvpplj5k6YZBQQqeKMiyWdR9GK2hkMCn2D6TM7h6vZCWZBtGVJ27GPwJLWY7ZAy43Vg6NpuuVyK9KngY7Bo1iIpTMbZCqWJKzlZA6XEWzBQlUtjAZDZD
14:10:05	103984982971231	https://graph.facebook.com/103984982971231/posts?&limit=50&access_token=CAACEdEose0cBAN2mFb0OelUZC4NtmLRqng9ZAVJCt0g6AZBGZBvaSuZAEw68udvTz8ZBg85ZAc7Dt8rLsZAbSDMmQSb5SspLMhOcxvpplj5k6YZBQQqeKMiyWdR9GK2hkMCn2D6TM7h6vZCWZBtGVJ27GPwJLWY7ZAy43Vg6NpuuVyK9KngY7Bo1iIpTMbZCqWJKzlZA6XEWzBQlUtjAZDZD
14:10:07	29123338521	https://graph.facebook.com/29123338521/posts?&limit=50&access_token=CAACEdEose0cBAN2mFb0OelUZC4NtmLRqng9ZAVJCt0g6AZBGZBvaSuZAEw68udvTz8ZBg85ZAc7Dt8rLsZAbSDMmQSb5SspLMhOcxvpplj5k6YZBQQqeKMiyWdR9GK2hkMCn2D6TM7h6vZCWZBtGVJ27GPwJLWY7ZAy43Vg6NpuuVyK9KngY7Bo1iIpTMbZCqWJKzlZA6XEWzBQlUtjAZDZD
14:10:16	v2.0/29123338521	https://graph.facebook.com/v2.0/29123338521/posts?limit=50&access_token=CAACEdEose0cBAN2mFb0OelUZC4NtmLRqng9ZAVJCt0g6AZBGZBvaSuZAEw68udvTz8ZBg85ZAc7Dt8rLsZAbSDMmQSb5SspLMhOcxvpplj5k6YZBQQqeKMiyWdR9GK2hkMCn2D6TM7h6vZCWZBtGVJ27GPwJLWY7ZAy43Vg6NpuuVyK9KngY7Bo1iIpTMbZCqWJKzlZA6XEWzBQlUtjAZDZD&until=1456704002&__paging_token=enc_AdDSigID5IkNbuReMFUaLVG2wOokJuJAdJxl28ujMRcISCvrsfZCAqgErWQ9kGkTO5hYeWIvLNtbEwzdZCisWAj3WP
14:10:20	v2.0/29123338521	https://graph.facebook.com/v2.0/29123338521/posts?limit=50&__paging_token=enc_AdAHyvZA8LKJPzpXlOAzWcjjWgBrWyHGmDArhMC4LA4ITIMV5Bulj2ZBuPadpHg4MkL83GqBZAzZAWoBVFESIfELLjcn&access_token=CAACEdEose0cBAN2mFb0OelUZC4NtmLRqng9ZAVJCt0g6AZBGZBvaSuZAEw68udvTz8ZBg85ZAc7Dt8rLsZAbSDMmQSb5SspLMhOcxvpplj5k6YZBQQqeKMiyWdR9GK2hkMCn2D6TM7h6vZCWZBtGVJ27GPwJLWY7ZAy43Vg6NpuuVyK9KngY7Bo1iIpTMbZCqWJKzlZA6XEWzBQlUtjAZDZD&until=1453563001
14:10:25	v2.0/29123338521	https://graph.facebook.com/v2.0/29123338521/posts?limit=50&__paging_token=enc_AdAAmNX9G8VVwx016riT991DiJLwFVyWaC3ZA6vDZCwsfFZAvXUX137tBK5NhViUkzvoV2YegLVz33s0dWpbqVxXCDj&access_token=CAACEdEose0cBAN2mFb0OelUZC4NtmLRqng9ZAVJCt0g6AZBGZBvaSuZAEw68udvTz8ZBg85ZAc7Dt8rLsZAbSDMmQSb5SspLMhOcxvpplj5k6YZBQQqeKMiyWdR9GK2hkMCn2D6TM7h6vZCWZBtGVJ27GPwJLWY7ZAy43Vg6NpuuVyK9KngY7Bo1iIpTMbZCqWJKzlZA6XEWzBQlUtjAZDZD&until=1450548002
14:12:45	search?q=insurance&limit=50&type=page&access_token=CAACEdEose0cBAN2mFb0OelUZC4NtmLRqng9ZAVJCt0g6AZBGZBvaSuZAEw68udvTz8ZBg85ZAc7Dt8rLsZAbSDMmQSb5SspLMhOcxvpplj5k6YZBQQqeKMiyWdR9GK2hkMCn2D6TM7h6vZCWZBtGVJ27GPwJLWY7ZAy43Vg6NpuuVyK9KngY7Bo1iIpTMbZCqWJKzlZA6XEWzBQlUtjAZDZD	https://graph.facebook.com/search?q=insurance&limit=50&type=page&access_token=CAACEdEose0cBAN2mFb0OelUZC4NtmLRqng9ZAVJCt0g6AZBGZBvaSuZAEw68udvTz8ZBg85ZAc7Dt8rLsZAbSDMmQSb5SspLMhOcxvpplj5k6YZBQQqeKMiyWdR9GK2hkMCn2D6TM7h6vZCWZBtGVJ27GPwJLWY7ZAy43Vg6NpuuVyK9KngY7Bo1iIpTMbZCqWJKzlZA6XEWzBQlUtjAZDZD
14:13:56	search?q=insurance&limit=50&type=page&access_token=CAACEdEose0cBAN2mFb0OelUZC4NtmLRqng9ZAVJCt0g6AZBGZBvaSuZAEw68udvTz8ZBg85ZAc7Dt8rLsZAbSDMmQSb5SspLMhOcxvpplj5k6YZBQQqeKMiyWdR9GK2hkMCn2D6TM7h6vZCWZBtGVJ27GPwJLWY7ZAy43Vg6NpuuVyK9KngY7Bo1iIpTMbZCqWJKzlZA6XEWzBQlUtjAZDZD	https://graph.facebook.com/search?q=insurance&limit=50&type=page&access_token=CAACEdEose0cBAN2mFb0OelUZC4NtmLRqng9ZAVJCt0g6AZBGZBvaSuZAEw68udvTz8ZBg85ZAc7Dt8rLsZAbSDMmQSb5SspLMhOcxvpplj5k6YZBQQqeKMiyWdR9GK2hkMCn2D6TM7h6vZCWZBtGVJ27GPwJLWY7ZAy43Vg6NpuuVyK9KngY7Bo1iIpTMbZCqWJKzlZA6XEWzBQlUtjAZDZD
14:14:42	search?q=insurance&limit=50&type=page&access_token=CAACEdEose0cBAN2mFb0OelUZC4NtmLRqng9ZAVJCt0g6AZBGZBvaSuZAEw68udvTz8ZBg85ZAc7Dt8rLsZAbSDMmQSb5SspLMhOcxvpplj5k6YZBQQqeKMiyWdR9GK2hkMCn2D6TM7h6vZCWZBtGVJ27GPwJLWY7ZAy43Vg6NpuuVyK9KngY7Bo1iIpTMbZCqWJKzlZA6XEWzBQlUtjAZDZD	https://graph.facebook.com/search?q=insurance&limit=50&type=page&access_token=CAACEdEose0cBAN2mFb0OelUZC4NtmLRqng9ZAVJCt0g6AZBGZBvaSuZAEw68udvTz8ZBg85ZAc7Dt8rLsZAbSDMmQSb5SspLMhOcxvpplj5k6YZBQQqeKMiyWdR9GK2hkMCn2D6TM7h6vZCWZBtGVJ27GPwJLWY7ZAy43Vg6NpuuVyK9KngY7Bo1iIpTMbZCqWJKzlZA6XEWzBQlUtjAZDZD
